Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],α [deg],Δα [deg]
42,2,18,650.145,358.766,0,29.7,50.271,49.591,NA,2.047,NA,180,0
43,2,19,647.416,358.766,0,34.5,53.001,52.314,NA,2.73,NA,180,0
44,2,20,644.004,358.766,0,33.5,56.413,55.719,NA,3.412,NA,180,0
45,2,21,633.427,358.766,0,33.1,66.99,66.28,NA,10.577,NA,180,0
46,2,22,622.85,360.813,0,28.9,77.763,76.781,NA,10.773,NA,169.046,-10.954
47,2,23,613.296,360.813,0,23,87.316,86.333,NA,9.553,NA,180,10.954
48,2,24,605.449,360.471,0,20.9,95.171,94.185,NA,7.855,NA,-177.51,2.49
49,3,1,670.958,294.962,0,108.9,0,0,NA,NA,NA,NA,NA
50,3,2,669.934,294.962,0,109.9,1.024,1.024,NA,1.024,NA,180,NA
51,3,3,667.546,294.962,0,192.6,3.412,3.412,NA,2.388,NA,180,0
52,3,4,666.181,294.621,0,209.9,4.819,4.789,NA,1.407,NA,-165.964,14.036
53,3,5,664.475,294.621,0,222.9,6.525,6.492,NA,1.706,NA,180,-14.036
54,3,6,663.793,294.621,0,141.6,7.207,7.173,NA,0.682,NA,180,0
55,3,7,661.746,294.28,0,105.1,9.282,9.237,NA,2.075,NA,-170.538,9.462
56,3,8,658.675,293.597,0,117.1,12.428,12.359,NA,3.146,NA,-167.471,3.066
57,3,9,656.969,292.233,0,130.1,14.613,14.253,NA,2.185,NA,-141.34,26.131
58,3,10,654.922,291.891,0,127.6,16.688,16.327,NA,2.075,NA,-170.538,-29.197
59,3,11,652.534,293.256,0,16.3,19.439,18.503,NA,2.751,NA,150.255,-39.207
60,3,12,650.145,293.256,0,103.4,21.827,20.883,NA,2.388,NA,180,29.745
61,3,13,647.416,294.28,0,116.1,24.743,23.552,NA,2.915,NA,159.444,-20.556
62,3,14,644.686,297.351,0,19.1,28.851,26.38,NA,4.109,NA,131.634,-27.81
63,3,15,641.615,298.715,0,134.5,32.211,29.582,NA,3.36,NA,156.038,24.404
64,3,16,637.521,300.08,0,179.5,36.527,33.826,NA,4.316,NA,161.565,5.528
65,3,17,633.427,301.786,0,85.3,40.963,38.147,NA,4.436,NA,157.38,-4.185
66,3,18,626.944,300.763,0,216.2,47.526,44.395,NA,6.563,NA,-171.027,31.592
67,3,19,620.803,298.715,0,204.1,53.999,50.296,NA,6.474,NA,-161.565,9.462
68,3,20,612.955,298.033,0,182.7,61.877,58.084,NA,7.877,NA,-175.03,-13.465
69,3,21,603.743,295.986,0,193.9,71.314,67.223,NA,9.437,NA,-167.471,7.559
70,3,22,595.554,293.256,0,181.1,79.945,75.423,NA,8.632,NA,-161.565,5.906
71,3,23,587.024,293.256,0,147.1,88.475,83.951,NA,8.53,NA,180,-18.435
72,3,24,576.789,292.574,0,144.9,98.734,94.2,NA,10.259,NA,-176.186,3.814
