Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
62,2,21,582.714,298.33,0,183.1,46.228,38.925,NA,6.045,NA,177.274,7.579
63,2,22,576.101,298.618,0,189.8,52.847,45.542,NA,6.62,NA,177.51,0.237
64,2,23,569.775,298.043,0,167.4,59.2,51.823,NA,6.352,NA,-174.806,7.684
65,2,24,560.286,295.742,0,134,68.963,61.248,NA,9.764,NA,-166.373,8.433
66,2,25,553.672,295.167,0,91,75.602,67.862,NA,6.639,NA,-175.03,-8.657
67,2,26,546.483,289.416,0,137.3,84.808,75.292,NA,9.206,NA,-141.34,33.69
68,2,27,538.432,288.266,0,139.6,92.941,83.411,NA,8.133,NA,-171.87,-30.53
69,2,28,530.956,288.266,0,147.7,100.417,90.862,NA,7.476,NA,180,-8.13
70,2,29,526.355,290.279,0,169.8,105.439,95.319,NA,5.022,NA,156.371,-23.629
71,2,30,519.166,293.154,0,153.8,113.182,102.393,NA,7.742,NA,158.199,1.828
72,2,31,512.265,296.03,0,155.1,120.658,109.269,NA,7.476,NA,157.38,-0.818
73,2,32,505.652,296.03,0,149.1,127.271,115.883,NA,6.614,NA,180,22.62
74,2,33,501.626,295.455,0,140.9,131.338,119.907,NA,4.067,NA,-171.87,8.13
75,2,34,498.751,295.742,0,150.9,134.228,122.783,NA,2.89,NA,174.289,-13.841
76,2,35,494.725,296.317,0,145.8,138.294,126.811,NA,4.067,NA,171.87,-2.42
77,2,36,492.425,296.892,0,154.9,140.665,129.117,NA,2.371,NA,165.964,-5.906
78,2,37,488.686,293.729,0,148.9,145.562,132.858,NA,4.897,NA,-139.764,54.273
79,3,1,600.398,245.853,0,138.3,0,0,NA,NA,NA,NA,NA
80,3,2,599.967,246.715,0,45.3,0.964,0.964,NA,0.964,NA,116.565,NA
81,3,3,599.967,245.853,0,95.2,1.827,0.431,NA,0.863,NA,-90,153.435
82,3,4,599.536,244.99,0,67.3,2.792,1.22,NA,0.964,NA,-116.565,-26.565
83,3,5,598.673,243.696,0,6.9,4.347,2.762,NA,1.555,NA,-123.69,-7.125
84,3,6,596.948,241.54,0,14.7,7.109,5.524,NA,2.762,NA,-128.66,-4.97
85,3,7,595.223,238.52,0,14.8,10.586,8.975,NA,3.477,NA,-119.745,8.915
86,3,8,593.497,233.345,0,161.4,16.042,14.286,NA,5.456,NA,-108.435,11.31
87,3,9,591.341,232.482,0,101.7,18.364,16.15,NA,2.323,NA,-158.199,-49.764
88,3,10,590.047,232.051,0,112.5,19.728,17.253,NA,1.364,NA,-161.565,-3.366
89,3,11,589.184,232.482,0,18.1,20.693,17.451,NA,0.964,NA,153.435,-45
90,3,12,587.459,233.345,0,43.1,22.622,17.997,NA,1.929,NA,153.435,0
91,3,13,585.302,235.501,0,49.5,25.672,18.304,NA,3.05,NA,135,-18.435
92,3,14,583.146,238.52,0,16.1,29.382,18.746,NA,3.71,NA,125.538,-9.462
93,3,15,580.126,241.971,0,14.1,33.967,20.64,NA,4.585,NA,131.186,5.648
94,3,16,577.538,245.853,0,37.1,38.633,22.86,NA,4.665,NA,123.69,-7.496
95,3,17,575.382,249.303,0,76.5,42.702,25.253,NA,4.069,NA,122.005,-1.685
96,3,18,570.637,251.46,0,35.7,47.913,30.285,NA,5.212,NA,155.556,33.551
97,3,19,565.893,252.323,0,59.1,52.736,35.107,NA,4.822,NA,169.695,14.139
98,3,20,560.717,252.323,0,73.1,57.911,40.205,NA,5.176,NA,180,10.305
99,3,21,554.678,251.029,0,105.6,64.087,46.012,NA,6.176,NA,-167.905,12.095
100,3,22,549.071,248.872,0,62.2,70.095,51.416,NA,6.008,NA,-158.962,8.943
101,3,23,542.17,247.147,0,96.5,77.208,58.243,NA,7.114,NA,-165.964,-7.001
102,3,24,537.857,245.853,0,82.1,81.711,62.542,NA,4.503,NA,-163.301,2.663
103,3,25,530.525,244.99,0,114.7,89.094,69.879,NA,7.383,NA,-173.29,-9.989
104,3,26,527.074,244.128,0,117.2,92.651,73.345,NA,3.557,NA,-165.964,7.326
105,3,27,522.329,243.696,0,18.2,97.415,78.099,NA,4.764,NA,-174.806,-8.842
106,3,28,519.31,243.696,0,29,100.434,81.117,NA,3.019,NA,180,-5.194
107,3,29,514.134,245.422,0,4.9,105.89,86.265,NA,5.456,NA,161.565,-18.435
108,3,30,511.115,247.147,0,52.5,109.368,89.293,NA,3.477,NA,150.255,-11.31
109,3,31,505.508,250.597,0,33.3,115.951,95.009,NA,6.584,NA,148.392,-1.863
110,3,32,501.195,254.479,0,17.3,121.754,99.578,NA,5.803,NA,138.013,-10.38
111,3,33,496.45,256.205,0,15.9,126.803,104.462,NA,5.048,NA,160.017,22.004
112,3,34,493,257.498,0,17.3,130.488,108.028,NA,3.685,NA,159.444,-0.573
113,3,35,489.118,259.224,0,59.2,134.736,112.081,NA,4.248,NA,156.038,-3.406
114,3,36,484.805,260.518,0,4.6,139.239,116.52,NA,4.503,NA,163.301,7.263
115,3,37,481.354,261.38,0,35.8,142.796,120.053,NA,3.557,NA,165.964,2.663
