Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
34,1,34,677.467,279.842,0,181.3,132.559,112.354,NA,6.951,NA,32.735,12.179
35,1,35,679.138,283.601,0,167.3,136.673,114.087,NA,4.114,NA,66.038,33.302
36,1,36,681.226,285.271,0,173.2,139.347,116.24,NA,2.674,NA,38.66,-27.378
37,1,37,684.986,285.271,0,176,143.106,119.995,NA,3.759,NA,0,-38.66
38,1,38,685.403,285.271,0,157,143.524,120.413,NA,0.418,NA,0,0
39,1,39,691.251,285.271,0,166.4,149.372,126.254,NA,5.847,NA,0,0
40,2,1,611.057,283.183,0,180.1,0,0,NA,NA,NA,NA,NA
41,2,2,612.31,283.601,0,186.1,1.321,1.321,NA,1.321,NA,18.435,NA
42,2,3,613.563,284.436,0,181.7,2.827,2.802,NA,1.506,NA,33.69,15.255
43,2,4,613.563,284.436,0,184.1,2.827,2.802,NA,0,NA,0,-33.69
44,2,5,613.563,284.436,0,185.1,2.827,2.802,NA,0,NA,0,0
45,2,6,613.981,284.436,0,179.4,3.244,3.181,NA,0.418,NA,0,0
46,2,7,613.981,285.271,0,150.1,4.08,3.593,NA,0.835,NA,90,90
47,2,8,616.069,284.436,0,180.5,6.329,5.166,NA,2.249,NA,-21.801,-111.801
48,2,9,616.069,283.601,0,128.4,7.164,5.029,NA,0.835,NA,-90,-68.199
49,2,10,618.575,279.842,0,182.5,11.682,8.227,NA,4.518,NA,-56.31,33.69
50,2,11,621.081,278.171,0,171.4,14.694,11.207,NA,3.012,NA,-33.69,22.62
51,2,12,622.752,278.171,0,158.5,16.365,12.724,NA,1.671,NA,0,33.69
52,2,13,625.676,279.006,0,161,19.405,15.204,NA,3.041,NA,15.945,15.945
53,2,14,628.182,280.677,0,171,22.417,17.307,NA,3.012,NA,33.69,17.745
54,2,15,631.106,282.765,0,172.1,26.01,20.053,NA,3.593,NA,35.538,1.848
55,2,16,636.118,285.271,0,178.9,31.614,25.147,NA,5.604,NA,26.565,-8.973
56,2,17,642.383,288.613,0,191.8,38.715,31.793,NA,7.1,NA,28.072,1.507
57,2,18,645.306,288.613,0,204.7,41.638,34.677,NA,2.924,NA,0,-28.072
58,2,19,646.142,288.613,0,180.4,42.474,35.502,NA,0.835,NA,0,0
59,2,20,651.989,285.689,0,169.9,49.011,41.009,NA,6.538,NA,-26.565,-26.565
60,2,21,656.584,286.524,0,155.2,53.681,45.649,NA,4.67,NA,10.305,36.87
61,2,22,659.925,286.524,0,151.1,57.022,48.982,NA,3.341,NA,0,-10.305
62,2,23,662.431,286.524,0,147,59.528,51.482,NA,2.506,NA,0,0
63,2,24,664.102,284.018,0,171,62.54,53.051,NA,3.012,NA,-56.31,-56.31
64,2,25,664.102,281.93,0,160.4,64.629,53.059,NA,2.088,NA,-90,-33.69
65,2,26,667.026,281.095,0,167.5,67.669,56.007,NA,3.041,NA,-15.945,74.055
66,2,27,672.455,280.677,0,165.2,73.115,61.449,NA,5.446,NA,-4.399,11.547
67,2,28,676.214,280.677,0,162.2,76.874,65.205,NA,3.759,NA,0,4.399
68,2,29,679.556,279.006,0,152.2,80.61,68.626,NA,3.736,NA,-26.565,-26.565
69,2,30,682.897,271.906,0,180.6,88.457,72.72,NA,7.847,NA,-64.799,-38.234
70,2,31,690.415,273.577,0,154.7,96.159,79.937,NA,7.702,NA,12.529,77.328
71,2,32,697.516,274.83,0,181.8,103.369,86.861,NA,7.21,NA,10.008,-2.521
72,2,33,704.199,276.5,0,178.1,110.258,93.381,NA,6.888,NA,14.036,4.028
73,2,34,710.464,278.171,0,174.5,116.742,99.533,NA,6.484,NA,14.931,0.895
74,2,35,716.729,281.93,0,117.7,124.048,105.679,NA,7.306,NA,30.964,16.032
75,2,36,721.323,283.183,0,144.3,128.81,110.266,NA,4.762,NA,15.255,-15.709
76,2,37,727.171,285.271,0,160.5,135.019,116.132,NA,6.209,NA,19.654,4.399
77,2,38,733.436,285.689,0,190,141.298,122.404,NA,6.279,NA,3.814,-15.84
78,2,39,735.942,285.689,0,176.7,143.804,124.91,NA,2.506,NA,0,-3.814
79,3,1,594.35,233.062,0,54.6,0,0,NA,NA,NA,NA,NA
80,3,2,595.186,234.315,0,56.5,1.506,1.506,NA,1.506,NA,56.31,NA
81,3,3,595.186,234.315,0,72.7,1.506,1.506,NA,0,NA,0,-56.31
82,3,4,596.021,234.315,0,132.3,2.341,2.088,NA,0.835,NA,0,0
83,3,5,596.021,233.48,0,55.2,3.177,1.722,NA,0.835,NA,-90,-90
84,3,6,597.274,231.809,0,92.7,5.265,3.181,NA,2.088,NA,-53.13,36.87
85,3,7,597.274,230.556,0,72,6.518,3.851,NA,1.253,NA,-90,-36.87
86,3,8,598.109,228.05,0,82,9.16,6.265,NA,2.642,NA,-71.565,18.435
87,3,9,599.362,225.544,0,127.4,11.961,9.036,NA,2.802,NA,-63.435,8.13
88,3,10,599.362,224.291,0,21.4,13.215,10.102,NA,1.253,NA,-90,-26.565
89,3,11,600.615,223.038,0,108.7,14.987,11.821,NA,1.772,NA,-45,45
90,3,12,601.033,225.126,0,7.5,17.116,10.375,NA,2.13,NA,78.69,123.69
91,3,13,602.286,226.797,0,13.8,19.205,10.111,NA,2.088,NA,53.13,-25.56
92,3,14,603.539,228.885,0,56.5,21.64,10.094,NA,2.435,NA,59.036,5.906
93,3,15,605.21,232.644,0,17.2,25.754,10.868,NA,4.114,NA,66.038,7.001
94,3,16,605.21,235.986,0,41.5,29.095,11.246,NA,3.341,NA,90,23.962
95,3,17,608.133,239.745,0,43.7,33.857,15.318,NA,4.762,NA,52.125,-37.875
96,3,18,612.728,243.504,0,7.8,39.794,21.137,NA,5.936,NA,39.289,-12.836
97,3,19,615.652,243.504,0,73,42.717,23.723,NA,2.924,NA,0,-39.289
98,3,20,620.246,243.504,0,69.2,47.312,27.922,NA,4.594,NA,0,0
99,3,21,626.093,241.833,0,47.2,53.393,32.933,NA,6.081,NA,-15.945,-15.945
100,3,22,632.359,237.657,0,164.9,60.923,38.285,NA,7.53,NA,-33.69,-17.745
101,3,23,639.459,234.315,0,28.8,68.77,45.126,NA,7.847,NA,-25.201,8.489
102,3,24,646.559,228.468,0,121.7,77.969,52.411,NA,9.198,NA,-39.472,-14.271
103,3,25,650.736,223.456,0,151,84.493,57.198,NA,6.524,NA,-50.194,-10.722
104,3,26,654.495,220.114,0,125.4,89.522,61.523,NA,5.029,NA,-41.634,8.561
105,3,27,659.09,215.938,0,114.7,95.731,66.966,NA,6.209,NA,-42.274,-0.64
106,3,28,662.849,211.761,0,101.7,101.351,71.734,NA,5.619,NA,-48.013,-5.739
107,3,29,667.443,209.255,0,12.8,106.584,76.872,NA,5.233,NA,-28.61,19.402
108,3,30,671.62,205.078,0,148.6,112.491,82.181,NA,5.907,NA,-45,-16.39
109,3,31,673.291,205.496,0,81.2,114.213,83.615,NA,1.722,NA,14.036,59.036
110,3,32,676.632,208.419,0,153.6,118.653,85.893,NA,4.44,NA,41.186,27.15
111,3,33,679.973,208.419,0,205.5,121.994,89.099,NA,3.341,NA,0,-41.186
112,3,34,682.479,210.09,0,206.5,125.006,91.074,NA,3.012,NA,33.69,33.69
113,3,35,687.909,213.849,0,215.8,131.61,95.511,NA,6.604,NA,34.695,1.005
114,3,36,692.504,215.102,0,184.1,136.373,99.783,NA,4.762,NA,15.255,-19.44
115,3,37,697.516,218.444,0,219,142.396,104.196,NA,6.024,NA,33.69,18.435
116,3,38,701.692,218.444,0,136.9,146.573,108.333,NA,4.177,NA,0,-33.69
117,3,39,705.034,219.279,0,146.4,150.017,111.539,NA,3.444,NA,14.036,14.036
