Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],α [deg],Δα [deg]
22,1,22,580.745,300.354,0,182.4,50.883,35.968,NA,2.457,NA,172.875,37.875
23,1,23,574.649,300.963,0,187.2,57.009,42.059,NA,6.126,NA,174.289,1.414
24,1,24,565.811,303.401,0,198.5,66.178,50.955,NA,9.169,NA,164.578,-9.712
25,1,25,560.63,302.792,0,210.6,71.395,56.108,NA,5.217,NA,-173.29,22.132
26,2,1,657.548,306.144,0,166,0,0,NA,NA,NA,NA,NA
27,2,2,656.633,304.925,0,157,1.524,1.524,NA,1.524,NA,-126.87,NA
28,2,3,656.938,305.23,0,170.8,1.955,1.099,NA,0.431,NA,45,171.87
29,2,4,656.633,305.23,0,155.8,2.26,1.293,NA,0.305,NA,180,135
30,2,5,656.633,305.23,0,161.8,2.26,1.293,NA,0,NA,0,-180
31,2,6,655.109,304.925,0,140.8,3.814,2.726,NA,1.554,NA,-168.69,-168.69
32,2,7,655.109,304.925,0,140.8,3.814,2.726,NA,0,NA,0,168.69
33,2,8,655.109,306.449,0,143.1,5.338,2.457,NA,1.524,NA,90,90
34,2,9,655.109,306.449,0,156.8,5.338,2.457,NA,0,NA,0,-90
35,2,10,655.109,306.449,0,167.4,5.338,2.457,NA,0,NA,0,0
36,2,11,654.5,306.449,0,177.7,5.947,3.063,NA,0.61,NA,180,180
37,2,12,653.586,306.449,0,178,6.861,3.974,NA,0.914,NA,180,0
38,2,13,651.147,305.84,0,160.4,9.375,6.407,NA,2.513,NA,-165.964,14.036
39,2,14,649.928,306.144,0,152.5,10.631,7.619,NA,1.257,NA,165.964,-28.072
40,2,15,647.185,306.144,0,126.8,13.374,10.362,NA,2.743,NA,180,14.036
41,2,16,643.223,305.23,0,156.9,17.44,14.353,NA,4.066,NA,-167.005,12.995
42,2,17,639.261,304.011,0,96.6,21.586,18.41,NA,4.145,NA,-162.897,4.108
43,2,18,635.909,302.182,0,91.6,25.405,21.999,NA,3.819,NA,-151.39,11.508
44,2,19,633.166,302.792,0,80.2,28.214,24.611,NA,2.81,NA,167.471,-41.139
45,2,20,633.166,303.706,0,162.9,29.129,24.503,NA,0.914,NA,90,-77.471
46,2,21,630.118,306.144,0,172.2,33.032,27.43,NA,3.903,NA,141.34,51.34
47,2,22,628.289,308.583,0,144,36.079,29.36,NA,3.048,NA,126.87,-14.47
48,2,23,627.375,310.106,0,138.3,37.857,30.432,NA,1.777,NA,120.964,-5.906
49,2,24,625.242,310.411,0,116.4,40.012,32.586,NA,2.155,NA,171.87,50.906
50,2,25,622.194,311.021,0,186.2,43.12,35.688,NA,3.108,NA,168.69,-3.18
51,3,1,641.699,254.028,0,121.5,0,0,NA,NA,NA,NA,NA
52,3,2,641.395,252.809,0,136.7,1.257,1.257,NA,1.257,NA,-104.036,NA
53,3,3,641.699,252.2,0,151.3,1.938,1.829,NA,0.681,NA,-63.435,40.601
54,3,4,642.918,251.59,0,99.7,3.301,2.726,NA,1.363,NA,-26.565,36.87
55,3,5,642.004,251.59,0,185.8,4.215,2.457,NA,0.914,NA,180,-153.435
56,3,6,642.004,251.895,0,144.3,4.52,2.155,NA,0.305,NA,90,-90
57,3,7,641.395,253.114,0,91.2,5.883,0.964,NA,1.363,NA,116.565,26.565
58,3,8,641.395,253.114,0,121.6,5.883,0.964,NA,0,NA,0,-116.565
59,3,9,640.785,253.723,0,138.2,6.745,0.964,NA,0.862,NA,135,135
60,3,10,638.652,254.943,0,200,9.202,3.182,NA,2.457,NA,150.255,15.255
61,3,11,638.042,255.857,0,160.9,10.301,4.089,NA,1.099,NA,123.69,-26.565
62,3,12,635.909,255.552,0,175.3,12.456,5.988,NA,2.155,NA,-171.87,64.44
63,3,13,634.08,254.638,0,169.1,14.501,7.644,NA,2.044,NA,-153.435,18.435
64,3,14,632.861,252.504,0,192.9,16.958,8.969,NA,2.457,NA,-119.745,33.69
65,3,15,631.337,250.98,0,98.2,19.113,10.801,NA,2.155,NA,-135,-15.255
66,3,16,628.899,249.761,0,135.6,21.839,13.493,NA,2.726,NA,-153.435,-18.435
67,3,17,626.765,249.457,0,41.6,23.994,15.618,NA,2.155,NA,-171.87,-18.435
68,3,18,623.718,249.457,0,173.1,27.042,18.554,NA,3.048,NA,180,-8.13
69,3,19,620.67,250.98,0,99.9,30.449,21.249,NA,3.407,NA,153.435,-26.565
70,3,20,618.841,252.2,0,143.8,32.647,22.931,NA,2.198,NA,146.31,-7.125
71,3,21,616.403,253.723,0,127.4,35.522,25.298,NA,2.875,NA,147.995,1.685
72,3,22,612.441,256.162,0,140.4,40.174,29.336,NA,4.652,NA,148.392,0.398
73,3,23,608.174,258.6,0,45.2,45.089,33.835,NA,4.914,NA,150.255,1.863
74,3,24,602.079,259.209,0,44.9,51.215,39.958,NA,6.126,NA,174.289,24.034
75,3,25,594.155,258.905,0,162.3,59.144,47.794,NA,7.93,NA,-177.797,7.913
